timestamp,grid_number,side,price,quantity,clOrdId
2025-05-12 13:25:20.479940,1,SELL,104762.0,0.01,CBROBTCxstrata1x1
2025-05-12 13:25:20.480101,1,SELL,104762.0,0.01,CBROBTCxstrata1x1
2025-05-12 13:25:20.480240,2,BUY,103762.0,0.01,CBROBTCxstrata1x2
2025-05-12 13:25:20.480276,2,BUY,103762.0,0.01,CBROBTCxstrata1x2
2025-05-12 13:25:59.931541,3,SELL,104771.9,0.01,CBROBTCxstrata1x3
2025-05-12 13:25:59.931556,3,SELL,104771.9,0.01,CBROBTCxstrata1x3
2025-05-12 13:25:59.931720,4,BUY,103771.9,0.01,CBROBTCxstrata1x4
2025-05-12 13:25:59.931745,4,BUY,103771.9,0.01,CBROBTCxstrata1x4
2025-05-12 13:26:01.129050,5,SELL,104782.8,0.01,CBROBTCxstrata1x5
2025-05-12 13:26:01.129064,5,SELL,104782.8,0.01,CBROBTCxstrata1x5
2025-05-12 13:26:01.129081,6,BUY,103782.8,0.01,CBROBTCxstrata1x6
2025-05-12 13:26:01.129093,6,BUY,103782.8,0.01,CBROBTCxstrata1x6
2025-05-12 13:26:10.278852,7,SELL,104775.6,0.01,CBROBTCxstrata1x7
2025-05-12 13:26:10.278861,7,SELL,104775.6,0.01,CBROBTCxstrata1x7
2025-05-12 13:26:10.278870,8,BUY,103775.6,0.01,CBROBTCxstrata1x8
2025-05-12 13:26:10.278874,8,BUY,103775.6,0.01,CBROBTCxstrata1x8
2025-05-12 13:26:12.129020,9,SELL,104764.1,0.01,CBROBTCxstrata1x9
2025-05-12 13:26:12.129030,9,SELL,104764.1,0.01,CBROBTCxstrata1x9
2025-05-12 13:26:12.129038,10,BUY,103764.1,0.01,CBROBTCxstrata1x10
2025-05-12 13:26:12.129042,10,BUY,103764.1,0.01,CBROBTCxstrata1x10
2025-05-12 13:26:13.258575,11,SELL,104770.2,0.01,CBROBTCxstrata1x11
2025-05-12 13:26:13.258579,11,SELL,104770.2,0.01,CBROBTCxstrata1x11
2025-05-12 13:26:13.258588,12,BUY,103770.2,0.01,CBROBTCxstrata1x12
2025-05-12 13:26:13.258591,12,BUY,103770.2,0.01,CBROBTCxstrata1x12
2025-05-12 13:26:13.938816,13,SELL,104783.7,0.01,CBROBTCxstrata1x13
2025-05-12 13:26:13.938822,13,SELL,104783.7,0.01,CBROBTCxstrata1x13
2025-05-12 13:26:13.938834,14,BUY,103783.7,0.01,CBROBTCxstrata1x14
2025-05-12 13:26:13.938838,14,BUY,103783.7,0.01,CBROBTCxstrata1x14
2025-05-12 13:26:23.038767,15,SELL,104795.8,0.01,CBROBTCxstrata1x15
2025-05-12 13:26:23.038771,15,SELL,104795.8,0.01,CBROBTCxstrata1x15
2025-05-12 13:26:23.038777,16,BUY,103795.8,0.01,CBROBTCxstrata1x16
2025-05-12 13:26:23.038779,16,BUY,103795.8,0.01,CBROBTCxstrata1x16
2025-05-12 13:26:31.529444,17,SELL,104811.1,0.01,CBROBTCxstrata1x17
2025-05-12 13:26:31.529450,17,SELL,104811.1,0.01,CBROBTCxstrata1x17
2025-05-12 13:26:31.529462,18,BUY,103811.1,0.01,CBROBTCxstrata1x18
2025-05-12 13:26:31.529469,18,BUY,103811.1,0.01,CBROBTCxstrata1x18
2025-05-12 13:26:41.929205,19,SELL,104822.6,0.01,CBROBTCxstrata1x19
2025-05-12 13:26:41.929211,19,SELL,104822.6,0.01,CBROBTCxstrata1x19
2025-05-12 13:26:41.929221,20,BUY,103822.6,0.01,CBROBTCxstrata1x20
2025-05-12 13:26:41.929239,20,BUY,103822.6,0.01,CBROBTCxstrata1x20
2025-05-12 13:26:57.270661,21,SELL,104834.4,0.01,CBROBTCxstrata1x21
2025-05-12 13:26:57.270665,21,SELL,104834.4,0.01,CBROBTCxstrata1x21
2025-05-12 13:26:57.270790,22,BUY,103834.4,0.01,CBROBTCxstrata1x22
2025-05-12 13:26:57.270802,22,BUY,103834.4,0.01,CBROBTCxstrata1x22
2025-05-12 13:27:33.598614,23,SELL,104828.4,0.01,CBROBTCxstrata1x23
2025-05-12 13:27:33.598618,23,SELL,104828.4,0.01,CBROBTCxstrata1x23
